Cristiano Ronaldo,,ronaldo,cr7
Lionel Messi,,léo messi,messi,la pulga
Kylian Mbappé,,mbappé
Neymar Junior,,le ney,neymar
Eden Hazard,,hazard
Antoine Griezmann,,griezmann,grizman,grizi
Paul Pogba,,pogba,la pioche
Thiago Silva,,silva,monstro
Edinson Cavani,,cavani,matador
Angel Di Maria,,di maria
Leandro Paredes,,paredes,paredesse
Juan Bernat,,bernat,bernatte
Alphone Aréola,,aréola
José Fonte,,fonte,fonté
Loïc Rémy,,Rémy
Menphis Depay,,depay,depaille
Marcelo,,marcelo
Jason Denayer,,denayer,denéyer,denalleure,jason denalleure,jason denéyer
Mapou Yanga MBiwa,,Yanga MBiwa,Mbiwa,Mapou Mbiwa
Bertrand Traoré,,traoré
Aymen Abdennour,,abdennour
Adil Rami,,Rami
Diego Benaglio,,benaglio
Naldo,,naldo
Cesc Fabregas,,Fabregas,Fabregasse
Rony Lopes,,Lopes,Lopesse
George Kevin Nkoudou,,george nkoudou,nkoudou,kevin nkoudou
Dante,,Dante,Danté
Luiz Gustavo,,Gustavo
Christophe Jallet,,Jallet
Jimmy Briand,,Briand,brillant
Jaroslav Plasil,,Plasil
Hatem Ben Arfa,,Ben arfa
Mathieu Debuchy,,debuchy
Wahbi Khazri,,khazri,kazri
Yann M'Villa,,m'villa,aimevilla
Rémy Cabella,,cabella,cabéla,rémy cabéla
Kevin Monnet Paquet,,monnet paquet
Loïs Diony,,diony
Dejan Lovren,,lovren,lovrenne
Virgil Van Dijk,,van dijk,van dailleque,virgil wan dailleque,van dyk,virgil van dyk
Fabinho,,fabinio
Jordan Henderson,,henderson
James Milner,,Milner,milneure,james milneure
Sadio Mané,,mané
Mohamed Salah,,salah
Xherdan Shaqiri,,shaqiri
Georginio Wijnaldum,,wijnaldum,wijnaldoume,georginio wijdaldoume
Daniel Sturridge,,sturridge
Claudio Bravo,,bravo
Danilo,,danilo
Eliaquim Mangala,,mangala
Ilkay Gundogan,,gundogan
David Silva,,silva
Riyad Mahrez,,mahrez
Wilfredo Caballero,,caballero
Cesar Azpilicueta,,azpilicueta
David Luiz,,david luiz
Jorginho,,jorginho
Olivier Giroud,,giroud
Gonzalo Higuain,,higuain,Igouénne,Gonzalo Igouénne
Dany Rose,,rose
Moussa Sissoko,,sissoko
Fernando Llorente,,llorente,liorenté
Toby Alderweireld,,alderweireld
Stephan Lichtsteiner,,lichteiner
Nacho Monreal,,monréal
Laurent Koscielny,,koscielny,kossielni,laurent kossielny
Shkodran Mustafi,,mustafi
Henrikh Mkhitaryan,,aimekitarian,henrikh aimekitarian
Granit Xhaka,,chaca,xhaka,granit chaca
Mezut Özil,,ozil,euzil,mezut euzil
Dany Welbeck,,welbeck
Sergio Romero,,romero
Matteo Darmian,,darmian,darmianne,matteo darmianne
Ander Herrera,,herrera
Nemanja Matic,,matic,matiche,matitche,nemanja matiche,nemanja matitche
Ashley Young,,young
Juan Mata,,ruan mata,mata
Alexis Sanchez,,sanchez
Joao Moutinho,,moutinho
Maarten Stekelenburg,,stekelenburg
Lucas Digne,,digne
Kurt Zouma,,zouma
Idrissa Gueye,,gueye
Morgan Schneiderlin,,schneiderlin,chnéderlin,morgan chnéderlin
Théo Walcott,,walcotte,théo walcotte
Rachid Ghezzal,,guezal,rachid guezal
Youri Tielemans,,tilemans,youri tilemans
José Holebas,,holebas,holebasse,josé holebasse
Pablo Zabaleta,,zabaleta
Felipe Anderson,,andersonne,felipe andersonne
Samir Nasri,,nasri
Jack Wilshere,,whilchere,jack wilchere
Javier Hernandez,,hernandez,chicharito
Marko Arnautovic,,arnautovic,arnautoviche,marko arnautoviche
Mamadou Sakho,,sakho
Michy Batshuayi,,betshuayi,batchualli,michy batchualli
Christian Benteke,,benteké,christian benteké
Nathaniel Clyne,,clyne
Mario Lemina,,lémina,mario lémina
André Schürrle,,churleu,andré churleu
Clément Lenglet,,lenglet
Thomas Vermaelen,,vermahelenne,vermaelen
Kevin Prince Boateng,,boateng
Philippe Coutinho,,coutinho
Arturo Vidal,,vidal
Luis Suarez,,suarez
Juanfran,,juanfran,ruanefrane
Filipe Luis,,filipe luis
Diego Costa,,costa
Alvaro Morata,,morata
Thibaut Courtois,,courtois
Tony Kroos,,krosse,tony krosse
Isco,,isseco
Luka Modric,,modric,modriche,luka modriche
Gareth Bale,,bale,béyle,gareth béyle
Geoffrey Kondogbia,,kondogbia
Kevin Gameiro,,gaméro
Maxime Gonalons,,gonalon
Quincy Promes,,promes,promesse,quincy promesse
Manuel Nolito,,nolito
Sofiane Boufal,,boufal
Ryad Boudebouz,,boudebouz
Martin Caceres,,casseresse,martin casseresse
Emre Can,,emré channe,channe
Juan Guillermo Cuadrado,,cuadrado
Sami Khedira,,khedira
Blaise Matuidi,,matuidi
Mario Mandzukic,,mandzukic,mandzukitch,mario mandzukitch
David Ospina,,ospina
Kalidou Koulibaly,,koulibaly
Kévin Malcuit,,malcuit
Dries Mertens,,mertensse,dries mertensse
Joao Miranda,,miranda
Ivan Perisic,,ivan perisitche,perisic,perisitche
Jose Reina,,reina
Edin Dzeko,,dzeko
Jerome Boateng,,boateng
James Rodriguez,,rames rodriguez,rodriguez
Arjen Robben,,aryen robben,robben
Axel Witsel,,witsel,vittesel,axel vittesel
Kevin Trapp,,trape,kevin trape
Yann Sommer,,sommer,sommaire,yann sommaire
Alassane Plea,,plea,pléa,alassane pléa
Josuha Guilavogui,,guilavogui
Paul George Ntep,,ntep
Benjamin Stambouli,,stambouli
Mario Gomez,,gomez
